model,H,strategy,tau,phase,use_non_overlapping,regime,n_obs,mean_log_ret,std_log_ret,sharpe_ann,max_drawdown,hit_rate
ElasticNet,20,model,0,2,TRUE,high,22,0.001645824,0.021311962,0.274122805,-0.114093527,0.5
ElasticNet,20,model,0,2,TRUE,low,12,0.003811691,0.016278326,0.831176454,-0.02565077,0.666666667
ElasticNet,20,model,0,2,TRUE,mid,17,-0.002648839,0.020184443,-0.465826452,-0.11467277,0.352941176
ElasticNet,20,model,0,3,TRUE,high,22,-0.000899178,0.027756123,-0.114993233,-0.157901632,0.5
ElasticNet,20,model,0,3,TRUE,low,12,0.003588123,0.017183609,0.741204741,-0.025463183,0.666666667
ElasticNet,20,model,0,3,TRUE,mid,17,0.000772092,0.015138607,0.181037455,-0.065766968,0.470588235
ElasticNet,20,model,0,4,TRUE,high,22,-0.002318596,0.025495725,-0.322807043,-0.182085954,0.454545455
ElasticNet,20,model,0,4,TRUE,low,11,0.004245229,0.017020298,0.885358616,-0.015665545,0.727272727
ElasticNet,20,model,0,4,TRUE,mid,18,0.002102921,0.015002867,0.497546784,-0.047595963,0.5
ElasticNet,20,model,0,5,TRUE,high,22,-0.001490133,0.024203282,-0.218542519,-0.180899612,0.545454545
ElasticNet,20,model,0,5,TRUE,low,11,0.005482032,0.016037938,1.213328155,-0.016706673,0.636363636
ElasticNet,20,model,0,5,TRUE,mid,18,0.000391156,0.016225083,0.085575226,-0.068797572,0.444444444
ElasticNet,20,model,0,6,TRUE,high,22,-0.001002567,0.0232154,-0.153293138,-0.173506944,0.409090909
ElasticNet,20,model,0,6,TRUE,low,11,0.006084402,0.01551577,1.391969797,-0.012845277,0.636363636
ElasticNet,20,model,0,6,TRUE,mid,18,-0.000884279,0.018625757,-0.168523598,-0.084148981,0.5
ElasticNet,20,model,0,7,TRUE,high,20,0.002424133,0.024064421,0.35757426,-0.117266971,0.45
ElasticNet,20,model,0,7,TRUE,low,11,0.00568091,0.014986935,1.345520655,-0.013844823,0.636363636
ElasticNet,20,model,0,7,TRUE,mid,20,-0.004051102,0.016654066,-0.863451996,-0.109409826,0.4
ElasticNet,20,model,0,8,TRUE,high,18,0.00356595,0.02478182,0.510772359,-0.098888485,0.611111111
ElasticNet,20,model,0,8,TRUE,low,11,0.004716915,0.015270719,1.096437482,-0.016714697,0.636363636
ElasticNet,20,model,0,8,TRUE,mid,22,-0.003555142,0.017473074,-0.722225622,-0.099860039,0.409090909
ElasticNet,20,model,0,9,TRUE,high,18,0.003031298,0.02700004,0.398519418,-0.104893928,0.5
ElasticNet,20,model,0,9,TRUE,low,10,0.004741604,0.016579311,1.015182397,-0.015116503,0.6
ElasticNet,20,model,0,9,TRUE,mid,23,-0.002977222,0.019752163,-0.535034648,-0.108397469,0.434782609
ElasticNet,20,model,0,10,TRUE,high,16,-0.000739644,0.023478358,-0.11182537,-0.117236951,0.4375
ElasticNet,20,model,0,10,TRUE,low,11,0.004250513,0.015830408,0.953091401,-0.014640597,0.545454545
ElasticNet,20,model,0,10,TRUE,mid,24,0.000298204,0.023772174,0.044527611,-0.086066526,0.458333333
ElasticNet,20,model,0,11,TRUE,high,18,-0.003902288,0.023473837,-0.590093068,-0.166970318,0.444444444
ElasticNet,20,model,0,11,TRUE,low,10,0.004330792,0.015180886,1.012640984,-0.012653447,0.6
ElasticNet,20,model,0,11,TRUE,mid,23,0.002870704,0.020646353,0.493549042,-0.065239174,0.608695652
ElasticNet,20,model,0,12,TRUE,high,18,-0.002248048,0.024929327,-0.32009606,-0.174214684,0.444444444
ElasticNet,20,model,0,12,TRUE,low,9,0.002729165,0.014931573,0.648798116,-0.013183218,0.555555556
ElasticNet,20,model,0,12,TRUE,mid,24,0.002191784,0.018888934,0.411884583,-0.068505112,0.625
ElasticNet,20,model,0,13,TRUE,high,17,7.11E-05,0.027054737,0.009325084,-0.151450492,0.529411765
ElasticNet,20,model,0,13,TRUE,low,9,0.00363812,0.014696126,0.878738072,-0.013737565,0.555555556
ElasticNet,20,model,0,13,TRUE,mid,25,0.000118849,0.017754043,0.023762129,-0.091648104,0.56
ElasticNet,20,model,0,14,TRUE,high,17,-0.000472198,0.026840552,-0.062447905,-0.161692944,0.470588235
ElasticNet,20,model,0,14,TRUE,low,11,0.000260896,0.011836582,0.078239654,-0.013517428,0.454545455
ElasticNet,20,model,0,14,TRUE,mid,23,0.001832919,0.018061833,0.360219002,-0.087257974,0.565217391
ElasticNet,20,model,0,15,TRUE,high,18,-0.002500185,0.026741242,-0.331876017,-0.188177854,0.444444444
ElasticNet,20,model,0,15,TRUE,low,11,0.001726782,0.015936822,0.384610395,-0.019848053,0.363636364
ElasticNet,20,model,0,15,TRUE,mid,22,0.002586489,0.016903044,0.543164057,-0.077510383,0.545454545
ElasticNet,20,model,0,16,TRUE,high,19,-0.002092158,0.028042521,-0.264827284,-0.198951429,0.421052632
ElasticNet,20,model,0,16,TRUE,low,11,0.001446654,0.015620759,0.328736475,-0.024044858,0.363636364
ElasticNet,20,model,0,16,TRUE,mid,21,0.002616141,0.016183265,0.573826083,-0.074435116,0.619047619
ElasticNet,20,model,0,17,TRUE,high,19,-0.001772974,0.026511408,-0.237385846,-0.185474193,0.421052632
ElasticNet,20,model,0,17,TRUE,low,11,0.001045478,0.014566112,0.254774849,-0.021476765,0.454545455
ElasticNet,20,model,0,17,TRUE,mid,21,0.002490539,0.015673852,0.564030839,-0.072199714,0.476190476
ElasticNet,20,model,0,18,TRUE,high,20,-0.001545886,0.02768715,-0.198191257,-0.190752506,0.45
ElasticNet,20,model,0,18,TRUE,low,11,0.002259781,0.015644336,0.512736703,-0.017610662,0.636363636
ElasticNet,20,model,0,18,TRUE,mid,19,0.002355173,0.015119092,0.552945681,-0.065926209,0.578947368
ElasticNet,20,model,0,19,TRUE,high,19,0.002007201,0.021695492,0.328402591,-0.130241417,0.473684211
ElasticNet,20,model,0,19,TRUE,low,12,0.004224889,0.014874529,1.008224851,-0.01891635,0.666666667
ElasticNet,20,model,0,19,TRUE,mid,19,-0.002422327,0.020188023,-0.425916354,-0.118416656,0.421052632
ElasticNet,20,model,0.0005,0,TRUE,high,20,-6.12E-06,0.020699708,-0.001049932,-0.130021631,0.35
ElasticNet,20,model,0.0005,0,TRUE,low,12,0.00467801,0.016242399,1.022342046,-0.022832781,0.666666667
ElasticNet,20,model,0.0005,0,TRUE,mid,19,-0.002247437,0.018333466,-0.435139246,-0.099126954,0.368421053
ElasticNet,20,model,0.0005,1,TRUE,high,21,0.00065489,0.019674279,0.118155781,-0.124288733,0.380952381
ElasticNet,20,model,0.0005,1,TRUE,low,12,0.003821517,0.016913074,0.802044487,-0.020966184,0.666666667
ElasticNet,20,model,0.0005,1,TRUE,mid,18,-0.002823057,0.019116966,-0.524186655,-0.099384669,0.222222222
ElasticNet,20,model,0.0005,2,TRUE,high,22,0.000796364,0.020562587,0.137473623,-0.114093527,0.409090909
ElasticNet,20,model,0.0005,2,TRUE,low,12,0.003811691,0.016278326,0.831176454,-0.02565077,0.666666667
ElasticNet,20,model,0.0005,2,TRUE,mid,17,-0.003228135,0.019645973,-0.58326171,-0.106232439,0.235294118
ElasticNet,20,model,0.0005,3,TRUE,high,22,-0.001204614,0.027413462,-0.155980152,-0.148003861,0.363636364
ElasticNet,20,model,0.0005,3,TRUE,low,12,0.003588123,0.017183609,0.741204741,-0.025463183,0.666666667
ElasticNet,20,model,0.0005,3,TRUE,mid,17,-0.000854794,0.013686964,-0.221686588,-0.060486103,0.294117647
ElasticNet,20,model,0.0005,4,TRUE,high,22,-0.002484703,0.024663232,-0.357610021,-0.170634852,0.318181818
ElasticNet,20,model,0.0005,4,TRUE,low,11,0.004245229,0.017020298,0.885358616,-0.015665545,0.727272727
ElasticNet,20,model,0.0005,4,TRUE,mid,18,0.000683928,0.012655319,0.191832785,-0.047595963,0.333333333
ElasticNet,20,model,0.0005,5,TRUE,high,22,-0.002226905,0.022966791,-0.344180764,-0.165972887,0.318181818
ElasticNet,20,model,0.0005,5,TRUE,low,11,0.005482032,0.016037938,1.213328155,-0.016706673,0.636363636
ElasticNet,20,model,0.0005,5,TRUE,mid,18,-0.000426827,0.014864504,-0.10192633,-0.062287767,0.277777778
ElasticNet,20,model,0.0005,6,TRUE,high,22,-0.000406769,0.022455597,-0.064299647,-0.147219314,0.318181818
ElasticNet,20,model,0.0005,6,TRUE,low,11,0.006084402,0.01551577,1.391969797,-0.012845277,0.636363636
ElasticNet,20,model,0.0005,6,TRUE,mid,18,-0.001635628,0.017864934,-0.324988852,-0.084148981,0.277777778
ElasticNet,20,model,0.0005,7,TRUE,high,20,0.002688544,0.02318271,0.411659579,-0.099306386,0.35
ElasticNet,20,model,0.0005,7,TRUE,low,11,0.00568091,0.014986935,1.345520655,-0.013844823,0.636363636
ElasticNet,20,model,0.0005,7,TRUE,mid,20,-0.003476279,0.016048067,-0.768912899,-0.091762608,0.25
ElasticNet,20,model,0.0005,8,TRUE,high,18,0.004294239,0.022461613,0.678626109,-0.083303667,0.5
ElasticNet,20,model,0.0005,8,TRUE,low,11,0.004716915,0.015270719,1.096437482,-0.016714697,0.636363636
ElasticNet,20,model,0.0005,8,TRUE,mid,22,-0.003512798,0.015824063,-0.787989497,-0.082856983,0.272727273
ElasticNet,20,model,0.0005,9,TRUE,high,18,0.003741435,0.02380923,0.557799519,-0.088871238,0.444444444
ElasticNet,20,model,0.0005,9,TRUE,low,10,0.004741604,0.016579311,1.015182397,-0.015116503,0.6
ElasticNet,20,model,0.0005,9,TRUE,mid,23,-0.00301261,0.017899981,-0.597414282,-0.086204098,0.304347826
ElasticNet,20,model,0.0005,10,TRUE,high,16,-0.000594445,0.019167863,-0.110083682,-0.080066859,0.375
ElasticNet,20,model,0.0005,10,TRUE,low,11,0.004250513,0.015830408,0.953091401,-0.014640597,0.545454545
ElasticNet,20,model,0.0005,10,TRUE,mid,24,-4.79E-05,0.021892309,-0.007761371,-0.070998197,0.333333333
ElasticNet,20,model,0.0005,11,TRUE,high,18,-0.00316746,0.020744896,-0.541982378,-0.131960878,0.388888889
ElasticNet,20,model,0.0005,11,TRUE,low,10,0.004330792,0.015180886,1.012640984,-0.012653447,0.6
ElasticNet,20,model,0.0005,11,TRUE,mid,23,0.002240795,0.018705206,0.425230901,-0.050233752,0.391304348
ElasticNet,20,model,0.0005,12,TRUE,high,18,-0.001793088,0.0236143,-0.269532939,-0.160312173,0.388888889
ElasticNet,20,model,0.0005,12,TRUE,low,9,0.002729165,0.014931573,0.648798116,-0.013183218,0.555555556
ElasticNet,20,model,0.0005,12,TRUE,mid,24,0.001528515,0.017183121,0.315756864,-0.047081498,0.416666667
ElasticNet,20,model,0.0005,13,TRUE,high,17,-0.00166233,0.025158904,-0.234536664,-0.151535343,0.411764706
ElasticNet,20,model,0.0005,13,TRUE,low,9,0.00363812,0.014696126,0.878738072,-0.013737565,0.555555556
ElasticNet,20,model,0.0005,13,TRUE,mid,25,0.000453126,0.015706293,0.102407179,-0.051486054,0.36
ElasticNet,20,model,0.0005,14,TRUE,high,17,-0.002578485,0.025222927,-0.362872783,-0.16177677,0.352941176
ElasticNet,20,model,0.0005,14,TRUE,low,11,0.000260896,0.011836582,0.078239654,-0.013517428,0.454545455
ElasticNet,20,model,0.0005,14,TRUE,mid,23,0.001999863,0.016585077,0.428023797,-0.054686786,0.391304348
ElasticNet,20,model,0.0005,15,TRUE,high,18,-0.003706588,0.025484059,-0.516286781,-0.188259032,0.333333333
ElasticNet,20,model,0.0005,15,TRUE,low,11,0.001726782,0.015936822,0.384610395,-0.019848053,0.363636364
ElasticNet,20,model,0.0005,15,TRUE,mid,22,0.002712369,0.015181348,0.634196366,-0.044604849,0.363636364
ElasticNet,20,model,0.0005,16,TRUE,high,19,-0.004263171,0.026425118,-0.572665535,-0.19903153,0.263157895
ElasticNet,20,model,0.0005,16,TRUE,low,11,0.001446654,0.015620759,0.328736475,-0.024044858,0.363636364
ElasticNet,20,model,0.0005,16,TRUE,mid,21,0.003224214,0.01395312,0.820233997,-0.043819913,0.476190476
ElasticNet,20,model,0.0005,17,TRUE,high,19,-0.003830607,0.024863213,-0.546884505,-0.185555641,0.263157895
ElasticNet,20,model,0.0005,17,TRUE,low,11,0.001045478,0.014566112,0.254774849,-0.021476765,0.454545455
ElasticNet,20,model,0.0005,17,TRUE,mid,21,0.003274194,0.013168652,0.882568441,-0.040203327,0.380952381
ElasticNet,20,model,0.0005,18,TRUE,high,20,-0.003789163,0.026507703,-0.507407055,-0.190833427,0.3
ElasticNet,20,model,0.0005,18,TRUE,low,11,0.002259781,0.015644336,0.512736703,-0.017610662,0.636363636
ElasticNet,20,model,0.0005,18,TRUE,mid,19,0.002836048,0.012808407,0.78596604,-0.037362434,0.368421053
ElasticNet,20,model,0.0005,19,TRUE,high,19,6.23E-05,0.020909196,0.010580802,-0.130241417,0.315789474
ElasticNet,20,model,0.0005,19,TRUE,low,12,0.004224889,0.014874529,1.008224851,-0.01891635,0.666666667
ElasticNet,20,model,0.0005,19,TRUE,mid,19,-0.002372794,0.019406551,-0.434007313,-0.099238284,0.315789474
ElasticNet,20,model,0.001,0,TRUE,high,20,0.000757995,0.003902044,0.689539899,-0.002068478,0.05
ElasticNet,20,model,0.001,0,TRUE,low,12,0,0,,0,0
ElasticNet,20,model,0.001,0,TRUE,mid,19,0,0,,0,0
ElasticNet,20,model,0.001,1,TRUE,high,21,0.000536075,0.002809575,0.677282498,-0.00137017,0.047619048
ElasticNet,20,model,0.001,1,TRUE,low,12,0,0,,0,0
ElasticNet,20,model,0.001,1,TRUE,mid,18,0,0,,0,0
ElasticNet,20,model,0.001,2,TRUE,high,22,0.000611529,0.002389584,0.908405855,-1.00E-04,0.090909091
ElasticNet,20,model,0.001,2,TRUE,low,12,0,0,,0,0
ElasticNet,20,model,0.001,2,TRUE,mid,17,0,0,,0,0
ElasticNet,20,model,0.001,3,TRUE,high,22,0.001305802,0.004982195,0.930340164,-1.00E-04,0.090909091
ElasticNet,20,model,0.001,3,TRUE,low,12,0,0,,0,0
ElasticNet,20,model,0.001,3,TRUE,mid,17,0,0,,0,0
ElasticNet,20,model,0.001,4,TRUE,high,22,0.000768212,0.008281238,0.329284161,-0.017032427,0.045454545
ElasticNet,20,model,0.001,4,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,4,TRUE,mid,18,0,0,,0,0
ElasticNet,20,model,0.001,5,TRUE,high,22,0.000735843,0.011124358,0.234798732,-0.026789919,0.045454545
ElasticNet,20,model,0.001,5,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,5,TRUE,mid,18,0,0,,0,0
ElasticNet,20,model,0.001,6,TRUE,high,22,-8.37E-05,0.009650539,-0.030769538,-0.031716688,0.045454545
ElasticNet,20,model,0.001,6,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,6,TRUE,mid,18,0,0,,0,0
ElasticNet,20,model,0.001,7,TRUE,high,20,0.000394162,0.009405131,0.148763029,-0.024541603,0.05
ElasticNet,20,model,0.001,7,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,7,TRUE,mid,20,0,0,,0,0
ElasticNet,20,model,0.001,8,TRUE,high,18,-0.000791119,0.010729427,-0.261728345,-0.037031154,0.055555556
ElasticNet,20,model,0.001,8,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,8,TRUE,mid,22,0,0,,0,0
ElasticNet,20,model,0.001,9,TRUE,high,18,-0.001795831,0.017217007,-0.370248289,-0.062047732,0.055555556
ElasticNet,20,model,0.001,9,TRUE,low,10,0,0,,0,0
ElasticNet,20,model,0.001,9,TRUE,mid,23,0,0,,0,0
ElasticNet,20,model,0.001,10,TRUE,high,16,-0.001791733,0.013653661,-0.465810649,-0.048113758,0.0625
ElasticNet,20,model,0.001,10,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,10,TRUE,mid,24,0,0,,0,0
ElasticNet,20,model,0.001,11,TRUE,high,18,-0.00196567,0.013232459,-0.527297013,-0.051196285,0.055555556
ElasticNet,20,model,0.001,11,TRUE,low,10,0,0,,0,0
ElasticNet,20,model,0.001,11,TRUE,mid,23,0,0,,0,0
ElasticNet,20,model,0.001,12,TRUE,high,18,-0.002244698,0.015492872,-0.514293788,-0.059396596,0.055555556
ElasticNet,20,model,0.001,12,TRUE,low,9,0,0,,0,0
ElasticNet,20,model,0.001,12,TRUE,mid,24,0,0,,0,0
ElasticNet,20,model,0.001,13,TRUE,high,17,0.000790995,0.003287214,0.854143756,-1.00E-04,0.058823529
ElasticNet,20,model,0.001,13,TRUE,low,9,0,0,,0,0
ElasticNet,20,model,0.001,13,TRUE,mid,25,0,0,,0,0
ElasticNet,20,model,0.001,14,TRUE,high,17,-0.000628216,0.002564545,-0.869528488,-0.010622844,0
ElasticNet,20,model,0.001,14,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,14,TRUE,mid,23,0,0,,0,0
ElasticNet,20,model,0.001,15,TRUE,high,18,-0.001048093,0.004421788,-0.841370316,-0.018688832,0
ElasticNet,20,model,0.001,15,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,15,TRUE,mid,22,0,0,,0,0
ElasticNet,20,model,0.001,16,TRUE,high,19,0.001033899,0.013029502,0.281666846,-0.027789803,0.052631579
ElasticNet,20,model,0.001,16,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,16,TRUE,mid,21,0,0,,0,0
ElasticNet,20,model,0.001,17,TRUE,high,19,0.000471451,0.010306725,0.162368333,-0.025852304,0.052631579
ElasticNet,20,model,0.001,17,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,17,TRUE,mid,21,0,0,,0,0
ElasticNet,20,model,0.001,18,TRUE,high,20,0.000398573,0.006267898,0.225720714,-0.014886935,0.05
ElasticNet,20,model,0.001,18,TRUE,low,11,0,0,,0,0
ElasticNet,20,model,0.001,18,TRUE,mid,19,0,0,,0,0
ElasticNet,20,model,0.001,19,TRUE,high,19,0.00057247,0.006175598,0.329047624,-0.012317824,0.052631579
ElasticNet,20,model,0.001,19,TRUE,low,12,0,0,,0,0
ElasticNet,20,model,0.001,19,TRUE,mid,19,0,0,,0,0
Lasso,20,model,0,0,TRUE,high,20,0.000932055,0.021502071,0.153867294,-0.130021631,0.45
Lasso,20,model,0,0,TRUE,low,12,0.00467801,0.016242399,1.022342046,-0.022832781,0.666666667
Lasso,20,model,0,0,TRUE,mid,19,-0.001731277,0.018955998,-0.324194228,-0.110647216,0.473684211
Lasso,20,model,0,1,TRUE,high,21,0.002034528,0.020430367,0.353486407,-0.124288733,0.523809524
Lasso,20,model,0,1,TRUE,low,12,0.003821517,0.016913074,0.802044487,-0.020966184,0.666666667
Lasso,20,model,0,1,TRUE,mid,18,-0.003000019,0.020018079,-0.531969738,-0.119765337,0.333333333
Lasso,20,model,0,2,TRUE,high,22,0.001645824,0.021311962,0.274122805,-0.114093527,0.5
Lasso,20,model,0,2,TRUE,low,12,0.003811691,0.016278326,0.831176454,-0.02565077,0.666666667
Lasso,20,model,0,2,TRUE,mid,17,-0.002648839,0.020184443,-0.465826452,-0.11467277,0.352941176
Lasso,20,model,0,3,TRUE,high,22,-0.000899178,0.027756123,-0.114993233,-0.157901632,0.5
Lasso,20,model,0,3,TRUE,low,12,0.003588123,0.017183609,0.741204741,-0.025463183,0.666666667
Lasso,20,model,0,3,TRUE,mid,17,0.000772092,0.015138607,0.181037455,-0.065766968,0.470588235
Lasso,20,model,0,4,TRUE,high,22,-0.002318596,0.025495725,-0.322807043,-0.182085954,0.454545455
Lasso,20,model,0,4,TRUE,low,11,0.004245229,0.017020298,0.885358616,-0.015665545,0.727272727
Lasso,20,model,0,4,TRUE,mid,18,0.002102921,0.015002867,0.497546784,-0.047595963,0.5
Lasso,20,model,0,5,TRUE,high,22,-0.001490133,0.024203282,-0.218542519,-0.180899612,0.545454545
Lasso,20,model,0,5,TRUE,low,11,0.005482032,0.016037938,1.213328155,-0.016706673,0.636363636
Lasso,20,model,0,5,TRUE,mid,18,0.000391156,0.016225083,0.085575226,-0.068797572,0.444444444
Lasso,20,model,0,6,TRUE,high,22,-0.001002567,0.0232154,-0.153293138,-0.173506944,0.409090909
Lasso,20,model,0,6,TRUE,low,11,0.006084402,0.01551577,1.391969797,-0.012845277,0.636363636
Lasso,20,model,0,6,TRUE,mid,18,-0.000884279,0.018625757,-0.168523598,-0.084148981,0.5
Lasso,20,model,0,7,TRUE,high,20,0.002424133,0.024064421,0.35757426,-0.117266971,0.45
Lasso,20,model,0,7,TRUE,low,11,0.00568091,0.014986935,1.345520655,-0.013844823,0.636363636
Lasso,20,model,0,7,TRUE,mid,20,-0.004051102,0.016654066,-0.863451996,-0.109409826,0.4
Lasso,20,model,0,8,TRUE,high,18,0.00356595,0.02478182,0.510772359,-0.098888485,0.611111111
Lasso,20,model,0,8,TRUE,low,11,0.004716915,0.015270719,1.096437482,-0.016714697,0.636363636
Lasso,20,model,0,8,TRUE,mid,22,-0.003555142,0.017473074,-0.722225622,-0.099860039,0.409090909
Lasso,20,model,0,9,TRUE,high,18,0.003031298,0.02700004,0.398519418,-0.104893928,0.5
Lasso,20,model,0,9,TRUE,low,10,0.004741604,0.016579311,1.015182397,-0.015116503,0.6
Lasso,20,model,0,9,TRUE,mid,23,-0.002977222,0.019752163,-0.535034648,-0.108397469,0.434782609
Lasso,20,model,0,10,TRUE,high,16,-0.000739644,0.023478358,-0.11182537,-0.117236951,0.4375
Lasso,20,model,0,10,TRUE,low,11,0.004250513,0.015830408,0.953091401,-0.014640597,0.545454545
Lasso,20,model,0,10,TRUE,mid,24,0.000298204,0.023772174,0.044527611,-0.086066526,0.458333333
Lasso,20,model,0,11,TRUE,high,18,-0.003902288,0.023473837,-0.590093068,-0.166970318,0.444444444
Lasso,20,model,0,11,TRUE,low,10,0.004330792,0.015180886,1.012640984,-0.012653447,0.6
Lasso,20,model,0,11,TRUE,mid,23,0.002870704,0.020646353,0.493549042,-0.065239174,0.608695652
Lasso,20,model,0,12,TRUE,high,18,-0.002248048,0.024929327,-0.32009606,-0.174214684,0.444444444
Lasso,20,model,0,12,TRUE,low,9,0.002729165,0.014931573,0.648798116,-0.013183218,0.555555556
Lasso,20,model,0,12,TRUE,mid,24,0.002191784,0.018888934,0.411884583,-0.068505112,0.625
Lasso,20,model,0,13,TRUE,high,17,7.11E-05,0.027054737,0.009325084,-0.151450492,0.529411765
Lasso,20,model,0,13,TRUE,low,9,0.00363812,0.014696126,0.878738072,-0.013737565,0.555555556
Lasso,20,model,0,13,TRUE,mid,25,0.000118849,0.017754043,0.023762129,-0.091648104,0.56
Lasso,20,model,0,14,TRUE,high,17,-0.000472198,0.026840552,-0.062447905,-0.161692944,0.470588235
Lasso,20,model,0,14,TRUE,low,11,0.000260896,0.011836582,0.078239654,-0.013517428,0.454545455
Lasso,20,model,0,14,TRUE,mid,23,0.001832919,0.018061833,0.360219002,-0.087257974,0.565217391
Lasso,20,model,0,15,TRUE,high,18,-0.002500185,0.026741242,-0.331876017,-0.188177854,0.444444444
Lasso,20,model,0,15,TRUE,low,11,0.001726782,0.015936822,0.384610395,-0.019848053,0.363636364
Lasso,20,model,0,15,TRUE,mid,22,0.002586489,0.016903044,0.543164057,-0.077510383,0.545454545
Lasso,20,model,0,16,TRUE,high,19,-0.002092158,0.028042521,-0.264827284,-0.198951429,0.421052632
Lasso,20,model,0,16,TRUE,low,11,0.001446654,0.015620759,0.328736475,-0.024044858,0.363636364
Lasso,20,model,0,16,TRUE,mid,21,0.002616141,0.016183265,0.573826083,-0.074435116,0.619047619
Lasso,20,model,0,17,TRUE,high,19,-0.001772974,0.026511408,-0.237385846,-0.185474193,0.421052632
Lasso,20,model,0,17,TRUE,low,11,0.001045478,0.014566112,0.254774849,-0.021476765,0.454545455
Lasso,20,model,0,17,TRUE,mid,21,0.002490539,0.015673852,0.564030839,-0.072199714,0.476190476
Lasso,20,model,0,18,TRUE,high,20,-0.001545886,0.02768715,-0.198191257,-0.190752506,0.45
Lasso,20,model,0,18,TRUE,low,11,0.002259781,0.015644336,0.512736703,-0.017610662,0.636363636
Lasso,20,model,0,18,TRUE,mid,19,0.002355173,0.015119092,0.552945681,-0.065926209,0.578947368
Lasso,20,model,0,19,TRUE,high,19,0.002007201,0.021695492,0.328402591,-0.130241417,0.473684211
Lasso,20,model,0,19,TRUE,low,12,0.004224889,0.014874529,1.008224851,-0.01891635,0.666666667
Lasso,20,model,0,19,TRUE,mid,19,-0.002422327,0.020188023,-0.425916354,-0.118416656,0.421052632
Lasso,20,model,0.0005,0,TRUE,high,20,-6.12E-06,0.020699708,-0.001049932,-0.130021631,0.35
Lasso,20,model,0.0005,0,TRUE,low,12,0.00467801,0.016242399,1.022342046,-0.022832781,0.666666667
Lasso,20,model,0.0005,0,TRUE,mid,19,-0.002247437,0.018333466,-0.435139246,-0.099126954,0.368421053
Lasso,20,model,0.0005,1,TRUE,high,21,0.00065489,0.019674279,0.118155781,-0.124288733,0.380952381
Lasso,20,model,0.0005,1,TRUE,low,12,0.003821517,0.016913074,0.802044487,-0.020966184,0.666666667
Lasso,20,model,0.0005,1,TRUE,mid,18,-0.002823057,0.019116966,-0.524186655,-0.099384669,0.222222222
Lasso,20,model,0.0005,2,TRUE,high,22,0.000796364,0.020562587,0.137473623,-0.114093527,0.409090909
Lasso,20,model,0.0005,2,TRUE,low,12,0.003811691,0.016278326,0.831176454,-0.02565077,0.666666667
Lasso,20,model,0.0005,2,TRUE,mid,17,-0.003228135,0.019645973,-0.58326171,-0.106232439,0.235294118
Lasso,20,model,0.0005,3,TRUE,high,22,-0.001204614,0.027413462,-0.155980152,-0.148003861,0.363636364
Lasso,20,model,0.0005,3,TRUE,low,12,0.003588123,0.017183609,0.741204741,-0.025463183,0.666666667
Lasso,20,model,0.0005,3,TRUE,mid,17,-0.000854794,0.013686964,-0.221686588,-0.060486103,0.294117647
Lasso,20,model,0.0005,4,TRUE,high,22,-0.002484703,0.024663232,-0.357610021,-0.170634852,0.318181818
Lasso,20,model,0.0005,4,TRUE,low,11,0.004245229,0.017020298,0.885358616,-0.015665545,0.727272727
Lasso,20,model,0.0005,4,TRUE,mid,18,0.000683928,0.012655319,0.191832785,-0.047595963,0.333333333
Lasso,20,model,0.0005,5,TRUE,high,22,-0.002226905,0.022966791,-0.344180764,-0.165972887,0.318181818
Lasso,20,model,0.0005,5,TRUE,low,11,0.005482032,0.016037938,1.213328155,-0.016706673,0.636363636
Lasso,20,model,0.0005,5,TRUE,mid,18,-0.000426827,0.014864504,-0.10192633,-0.062287767,0.277777778
Lasso,20,model,0.0005,6,TRUE,high,22,-0.000406769,0.022455597,-0.064299647,-0.147219314,0.318181818
Lasso,20,model,0.0005,6,TRUE,low,11,0.006084402,0.01551577,1.391969797,-0.012845277,0.636363636
Lasso,20,model,0.0005,6,TRUE,mid,18,-0.001635628,0.017864934,-0.324988852,-0.084148981,0.277777778
Lasso,20,model,0.0005,7,TRUE,high,20,0.002688544,0.02318271,0.411659579,-0.099306386,0.35
Lasso,20,model,0.0005,7,TRUE,low,11,0.00568091,0.014986935,1.345520655,-0.013844823,0.636363636
Lasso,20,model,0.0005,7,TRUE,mid,20,-0.003476279,0.016048067,-0.768912899,-0.091762608,0.25
Lasso,20,model,0.0005,8,TRUE,high,18,0.004294239,0.022461613,0.678626109,-0.083303667,0.5
Lasso,20,model,0.0005,8,TRUE,low,11,0.004716915,0.015270719,1.096437482,-0.016714697,0.636363636
Lasso,20,model,0.0005,8,TRUE,mid,22,-0.003512798,0.015824063,-0.787989497,-0.082856983,0.272727273
Lasso,20,model,0.0005,9,TRUE,high,18,0.003741435,0.02380923,0.557799519,-0.088871238,0.444444444
